fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,pH,sulphates,alcohol
7.8,0.91,0.07,1.9,0.057999999999999996,3.1354942159291497,3.51,0.43,10.7
8.1,0.36,0.59,13.6,0.051,4.110873864173311,2.96,0.39,8.7
6.2,0.31,0.23,3.3,0.052000000000000005,3.5553480614894135,3.16,0.48,8.4
7.0,0.21,0.37,7.2,0.042,3.6109179126442243,3.26,0.56,9.8
8.1,0.78,0.23,2.6,0.059000000000000004,1.791759469228055,3.37,0.56,11.3
8.6,0.18,0.4,1.1,0.04,3.044522437723423,2.94,0.32,10.2
8.8,0.52,0.34,2.7,0.087,3.2188758248682006,3.26,0.61,9.5
7.0,0.2,0.34,5.7,0.035,3.4965075614664802,3.19,0.46,11.5
6.3,0.37,0.28,6.3,0.034,3.828641396489095,3.29,0.46,11.6
6.1,0.105,0.31,1.3,0.037000000000000005,4.02535169073515,3.41,0.41,11.1
8.4,0.2,0.38,11.8,0.055,3.9512437185814275,3.34,0.82,8.9
5.2,0.31,0.36,5.1,0.031,3.8501476017100584,3.14,0.31,12.4
7.7,0.28,0.35,15.3,0.055999999999999994,3.4657359027997265,3.27,0.5,9.6
8.1,0.45,0.34,8.3,0.037000000000000005,3.5263605246161616,3.31,0.64,9.7
6.8,0.28,0.36,1.6,0.04,3.258096538021482,3.23,0.66,10.3
6.4,0.23,0.39,1.8,0.032,3.1780538303479458,3.32,0.5,11.8
8.3,0.16,0.48,1.7,0.057,3.4657359027997265,3.15,0.41,10.3
6.4,0.27,0.45,8.3,0.05,3.970291913552122,3.18,0.48,9.5
8.4,0.56,0.04,2.0,0.08199999999999999,2.3978952727983707,3.22,0.44,9.6
6.5,0.33,0.3,3.8,0.036000000000000004,3.5553480614894135,3.25,0.63,12.5
6.2,0.46,0.25,4.4,0.066,4.143134726391533,3.25,0.52,9.8
9.8,0.88,0.25,2.5,0.10400000000000001,3.58351893845611,3.41,0.67,11.2
7.5,0.6,0.03,1.8,0.095,3.258096538021482,3.35,0.54,10.1
5.8,0.32,0.31,2.7,0.049,3.258096538021482,3.44,0.73,12.2
6.2,0.65,0.06,1.6,0.05,1.9459101490553132,3.57,0.54,11.95
9.4,0.615,0.28,3.2,0.087,2.9444389791664403,3.31,0.53,9.7
6.2,0.6,0.08,2.0,0.09,3.4965075614664802,3.45,0.58,10.5
6.1,0.25,0.48,15.8,0.052000000000000005,3.258096538021482,3.07,0.45,9.2
6.2,0.29,0.32,3.6,0.026000000000000002,3.6888794541139363,3.31,0.37,13.1
6.0,0.29,0.21,1.3,0.055,3.7612001156935624,3.32,0.43,11.1
9.9,0.54,0.26,2.0,0.111,2.0794415416798357,2.94,0.98,10.2
5.0,0.24,0.19,5.0,0.043,2.8903717578961645,3.67,0.57,10.0
6.7,0.23,0.42,11.2,0.047,3.970291913552122,3.54,0.74,10.4
6.4,0.22,0.56,14.5,0.055,3.332204510175204,2.98,0.4,9.1
4.8,0.225,0.38,1.2,0.07400000000000001,3.871201010907891,3.31,0.4,10.3
6.9,0.38,0.25,9.8,0.04,3.367295829986474,3.28,0.61,9.2
7.4,0.21,0.27,7.3,0.031,3.7376696182833684,3.15,0.38,11.8
6.1,0.24,0.25,1.6,0.044000000000000004,3.2188758248682006,3.39,0.59,10.9
7.4,0.26,0.43,6.0,0.022000000000000002,3.1354942159291497,3.13,0.55,11.5
6.7,0.34,0.4,2.1,0.033,3.5553480614894135,2.97,0.48,12.2
8.3,0.19,0.49,1.2,0.051,2.4849066497880004,3.06,0.46,11.0
7.1,0.31,0.38,1.2,0.036000000000000004,2.3978952727983707,3.14,0.44,9.9
7.5,0.17,0.34,1.4,0.035,2.6390573296152584,3.05,0.74,11.0
5.9,0.27,0.32,2.0,0.034,3.4657359027997265,3.16,0.56,12.3
6.2,0.28,0.27,10.3,0.03,3.295836866004329,3.2,0.36,10.7
5.1,0.35,0.26,6.8,0.034,3.6109179126442243,3.38,0.4,11.5
7.1,0.29,0.34,7.8,0.036000000000000004,3.912023005428146,3.21,0.4,10.7
7.9,0.46,0.32,4.1,0.033,3.713572066704308,3.18,0.44,12.8
6.2,0.21,0.52,6.5,0.047,3.367295829986474,3.22,0.49,9.9
12.8,0.3,0.74,2.6,0.095,2.302585092994046,3.2,0.77,10.8
6.9,0.25,0.3,4.1,0.054000000000000006,3.1780538303479458,2.99,0.38,9.4
7.3,0.28,0.37,1.2,0.039,3.295836866004329,3.01,0.62,10.8
7.6,0.51,0.15,2.8,0.11,3.5263605246161616,3.17,0.63,10.2
5.9,0.22,0.3,1.3,0.052000000000000005,3.7612001156935624,3.31,0.47,11.55
12.2,0.48,0.54,2.6,0.085,2.995732273553991,3.1,0.61,10.5
6.7,0.31,0.34,6.8,0.059000000000000004,3.9512437185814275,3.33,0.56,10.3
6.4,0.3,0.38,7.8,0.046,3.58351893845611,3.1,0.37,9.0
6.8,0.6,0.18,1.9,0.079,2.9444389791664403,3.59,0.57,9.3
6.9,0.27,0.4,14.0,0.05,4.174387269895637,3.18,0.58,9.6
8.0,0.2,0.3,8.1,0.037000000000000005,3.7612001156935624,3.1,0.67,11.8
12.3,0.27,0.49,3.1,0.079,3.367295829986474,3.2,0.8,10.2
6.6,0.17,0.35,2.6,0.03,3.5263605246161616,3.22,0.72,11.3
7.3,0.25,0.36,2.1,0.034,3.4339872044851463,3.25,0.4,11.9
7.1,0.23,0.28,1.9,0.046,3.5263605246161616,3.12,0.31,12.0
7.1,0.62,0.06,1.3,0.07,1.791759469228055,3.17,0.48,9.8
7.1,0.33,0.25,1.6,0.03,3.258096538021482,3.22,0.34,12.1
6.8,0.3,0.22,6.2,0.06,3.7376696182833684,3.18,0.51,9.2
7.0,0.2,0.37,2.0,0.03,3.295836866004329,3.28,0.61,10.2
5.7,0.18,0.36,1.2,0.046,2.302585092994046,3.7,0.68,10.9
6.9,0.32,0.26,2.3,0.03,2.4849066497880004,3.06,0.42,11.1
8.4,0.35,0.71,12.2,0.046,3.1354942159291497,2.98,0.65,9.4
7.5,0.4,0.18,1.6,0.079,3.2188758248682006,3.34,0.58,9.4
5.9,0.17,0.28,0.7,0.027000000000000003,1.791759469228055,3.13,0.32,10.6
7.9,0.18,0.33,1.2,0.033,3.044522437723423,3.12,0.38,10.5
7.2,0.38,0.3,1.8,0.073,3.4657359027997265,3.42,0.59,9.5
8.8,0.24,0.23,10.3,0.032,2.5649493574615367,3.13,0.4,10.7
7.3,0.26,0.36,5.2,0.04,3.4657359027997265,3.16,0.59,11.0
9.1,0.47,0.49,2.6,0.094,3.6635616461296463,3.08,0.59,9.1
7.1,0.59,0.02,2.3,0.08199999999999999,3.2188758248682006,3.55,0.53,9.7
6.3,0.25,0.23,14.9,0.039,3.871201010907891,3.14,0.35,9.7
7.9,0.51,0.25,2.9,0.077,3.091042453358316,3.49,0.96,12.1
7.9,0.46,0.4,10.1,0.168,2.995732273553991,3.06,0.62,9.5
6.7,0.2,0.41,9.1,0.044000000000000004,3.9318256327243257,3.14,0.58,9.8
7.2,0.26,0.38,1.5,0.061,2.5649493574615367,3.18,0.46,10.4
6.6,0.23,0.24,3.9,0.045,3.6109179126442243,3.15,0.64,11.3
7.4,0.2,0.29,1.7,0.047,2.833213344056216,3.28,0.45,10.6
6.4,0.41,0.01,6.1,0.048,3.044522437723423,3.19,0.42,10.0
7.7,0.56,0.2,2.0,0.075,2.302585092994046,3.48,0.62,9.3
6.6,0.32,0.22,16.7,0.046,3.6635616461296463,3.22,0.67,10.4
6.0,0.2,0.26,6.8,0.049,3.1354942159291497,3.15,0.42,11.0
6.0,0.33,0.32,12.9,0.054000000000000006,1.9459101490553132,3.3,0.56,11.5
7.5,0.26,0.38,5.7,0.021,3.1780538303479458,3.13,0.62,11.1
6.6,0.17,0.28,1.1,0.034,4.02535169073515,3.0,0.52,11.9
6.7,0.24,0.46,2.2,0.033,2.995732273553991,3.1,0.62,11.9
6.1,0.22,0.49,1.5,0.051,2.9444389791664403,3.3,0.46,9.6
6.6,0.56,0.22,8.9,0.034,3.332204510175204,3.2,0.51,9.1
8.2,0.28,0.4,2.4,0.052000000000000005,1.6094379124341003,3.33,0.7,12.8
7.6,0.37,0.34,3.2,0.027999999999999997,3.7612001156935624,3.01,0.33,12.4
7.1,0.13,0.29,15.5,0.064,4.04305126783455,3.16,0.41,9.7
7.0,0.16,0.25,14.3,0.044000000000000004,3.332204510175204,2.91,0.46,9.2
7.4,0.19,0.3,12.8,0.053,3.901972669574645,3.14,0.49,9.1
10.1,0.31,0.44,2.3,0.08,3.1354942159291497,3.32,0.67,9.7
7.0,0.24,0.24,9.0,0.03,3.7612001156935624,3.47,0.46,10.2
7.8,0.44,0.28,2.7,0.1,2.9444389791664403,3.22,0.67,9.4
7.1,0.12,0.3,3.1,0.018000000000000002,2.772588722239781,3.02,0.52,11.9
7.6,0.27,0.42,2.6,0.044000000000000004,3.4011973816621555,3.31,0.51,12.7
11.9,0.4,0.65,2.15,0.068,2.0794415416798357,3.06,0.68,11.3
9.2,0.43,0.49,2.4,0.086,3.1780538303479458,3.23,0.64,9.5
7.2,0.25,0.28,14.4,0.055,4.02535169073515,3.12,0.38,9.0
7.7,0.75,0.27,3.8,0.11,3.5553480614894135,3.24,0.45,9.3
6.6,0.5,0.01,1.5,0.06,2.8903717578961645,3.4,0.58,9.8
8.3,0.26,0.37,1.4,0.076,2.1972245773362196,3.26,0.7,9.6
6.8,0.3,0.23,4.6,0.061,3.9415818076696905,3.32,0.6,9.5
6.7,0.3,0.35,1.4,0.18,3.6109179126442243,3.11,0.54,9.4
7.3,0.34,0.22,1.4,0.044000000000000004,3.784189633918261,3.14,0.46,9.9
6.6,0.39,0.28,9.2,0.036000000000000004,2.3978952727983707,3.07,0.35,12.1
7.5,0.35,0.48,12.4,0.055999999999999994,4.127134385045092,2.97,0.52,8.8
8.0,0.25,0.27,9.7,0.036000000000000004,2.772588722239781,2.99,0.36,11.2
6.3,0.23,0.33,1.5,0.036000000000000004,2.772588722239781,3.32,0.42,11.2
6.1,0.17,0.28,2.5,0.027999999999999997,3.1354942159291497,3.16,0.37,11.1
6.1,0.28,0.32,2.5,0.042,3.1780538303479458,3.27,0.6,9.8
6.8,0.24,0.34,2.7,0.047,4.182050142641207,3.3,0.58,9.7
8.2,0.2,0.38,3.5,0.053,3.7376696182833684,3.22,0.41,11.6
6.9,0.29,0.25,12.2,0.04,3.4011973816621555,3.05,0.65,10.4
6.3,0.28,0.47,11.2,0.04,4.127134385045092,3.12,0.51,9.5
5.8,0.385,0.25,3.7,0.031,3.6635616461296463,3.2,0.63,11.2
7.6,0.24,0.44,3.8,0.037000000000000005,3.912023005428146,3.06,0.37,11.6
6.2,0.36,0.24,2.2,0.095,2.995732273553991,3.57,0.57,11.7
7.0,0.36,0.32,10.5,0.045,3.58351893845611,3.09,0.33,11.6
7.9,0.33,0.23,1.7,0.077,2.9444389791664403,3.29,0.65,9.3
5.6,0.21,0.24,4.4,0.027000000000000003,3.6375861597263857,3.3,0.31,11.5
6.2,0.21,0.26,13.1,0.05,4.0943445622221,3.31,0.46,9.0
6.2,0.3,0.28,1.6,0.036000000000000004,3.367295829986474,3.14,0.41,13.3
7.5,0.61,0.26,1.9,0.073,3.2188758248682006,3.3,0.53,9.8
7.4,0.25,0.29,6.8,0.02,3.4657359027997265,3.13,0.29,10.8
6.3,0.29,0.23,14.2,0.037000000000000005,3.2188758248682006,3.08,0.38,10.6
5.8,0.26,0.29,1.0,0.042,3.58351893845611,3.36,0.48,11.4
8.0,0.22,0.32,10.4,0.043,4.1588830833596715,3.11,0.53,9.5
6.5,0.26,0.74,13.3,0.044000000000000004,4.23410650459726,3.18,0.54,9.5
7.0,0.15,0.34,1.4,0.039,3.091042453358316,3.32,0.62,10.8
5.2,0.34,0.37,6.2,0.031,3.7612001156935624,3.25,0.41,12.5
6.7,0.33,0.42,6.4,0.057999999999999996,3.332204510175204,3.16,0.44,9.6
8.3,0.28,0.45,7.8,0.059000000000000004,3.4965075614664802,3.33,0.77,11.2
6.7,0.28,0.31,7.4,0.040999999999999995,2.0794415416798357,3.04,0.47,11.4
6.4,0.24,0.5,11.6,0.047,4.110873864173311,3.18,0.57,9.3
7.1,0.17,0.31,1.6,0.037000000000000005,2.772588722239781,3.14,0.5,12.0
8.8,0.17,0.38,1.8,0.04,3.6888794541139363,3.16,0.67,10.2
6.0,0.38,0.26,3.5,0.035,3.6635616461296463,3.18,0.47,13.6
6.0,0.28,0.52,5.0,0.078,3.4339872044851463,3.1,0.36,9.0
6.8,0.25,0.18,1.4,0.055999999999999994,2.6390573296152584,3.11,0.42,9.5
9.4,0.27,0.53,2.4,0.07400000000000001,1.9459101490553132,3.2,1.13,12.0
7.4,0.3,0.49,8.2,0.055,3.912023005428146,3.52,0.58,9.7
6.0,0.17,0.29,5.0,0.027999999999999997,3.258096538021482,3.14,0.34,12.3
7.4,0.28,0.25,11.9,0.053,3.258096538021482,3.1,0.62,9.2
5.9,0.21,0.31,1.8,0.033,3.828641396489095,3.35,0.5,12.7
7.3,0.2,0.44,1.4,0.045,3.091042453358316,3.15,0.46,10.0
6.5,0.18,0.33,1.4,0.028999999999999998,3.58351893845611,3.36,0.6,11.5
6.9,0.21,0.62,6.3,0.042,2.0794415416798357,2.96,0.59,10.2
6.1,0.32,0.25,1.8,0.086,1.791759469228055,3.36,0.44,10.1
6.2,0.29,0.26,13.1,0.046,4.02535169073515,3.16,0.41,9.6
6.9,0.31,0.32,1.6,0.036000000000000004,3.5553480614894135,3.19,0.45,11.4
6.0,0.37,0.32,1.0,0.053,3.4657359027997265,3.29,0.72,9.8
6.5,0.23,0.25,17.3,0.046,2.772588722239781,3.15,0.42,9.2
6.2,0.22,0.49,6.0,0.028999999999999998,3.4657359027997265,3.41,0.36,11.3
6.9,0.28,0.41,1.7,0.05,2.3978952727983707,3.16,0.71,11.4
6.0,0.22,0.28,1.1,0.034,3.871201010907891,3.22,0.38,12.6
6.9,0.3,0.45,1.4,0.039,3.6109179126442243,3.07,0.47,11.1
7.6,0.31,0.49,13.4,0.062,3.9318256327243257,3.22,0.53,9.0
5.8,0.23,0.2,2.0,0.043,3.6888794541139363,3.21,0.39,10.2
6.4,0.15,0.29,1.8,0.044000000000000004,3.091042453358316,3.1,0.38,10.2
8.7,0.84,0.0,1.4,0.065,3.2188758248682006,3.27,0.55,9.7
6.2,0.34,0.3,11.1,0.047,3.367295829986474,3.18,0.49,8.7
10.5,0.26,0.47,1.9,0.078,1.9459101490553132,3.18,1.04,10.9
6.2,0.3,0.2,6.6,0.045,3.7612001156935624,3.36,0.45,10.4
6.3,0.48,0.48,1.8,0.035,3.58351893845611,3.49,0.74,12.2
8.1,0.575,0.22,2.1,0.077,2.5649493574615367,3.29,0.51,9.2
6.8,0.2,0.36,1.6,0.027999999999999997,2.0794415416798357,3.21,0.6,10.9
6.7,0.12,0.36,2.3,0.039,3.784189633918261,3.07,0.67,10.1
7.9,0.2,0.49,1.6,0.053,2.772588722239781,3.16,0.47,10.5
5.7,0.46,0.46,1.4,0.04,3.4657359027997265,3.13,0.47,8.8
6.2,0.64,0.09,2.5,0.081,2.772588722239781,3.57,0.63,12.0
6.7,0.2,0.37,1.65,0.025,3.7612001156935624,3.11,0.45,11.4
7.8,0.3,0.74,1.8,0.033,3.5263605246161616,3.29,0.52,12.8
6.8,0.15,0.3,5.3,0.05,3.713572066704308,3.4,0.39,9.7
8.0,0.2,0.4,5.2,0.055,3.7376696182833684,3.18,0.4,10.6
5.5,0.21,0.25,1.2,0.04,2.9444389791664403,3.31,0.56,11.3
8.7,0.69,0.31,3.0,0.086,3.1780538303479458,3.48,0.74,11.6
5.5,0.12,0.33,1.0,0.038,3.1780538303479458,3.25,0.45,9.8
5.6,0.16,0.27,1.4,0.044000000000000004,3.9889840465642745,3.28,0.37,10.1
6.5,0.08,0.33,1.9,0.027999999999999997,3.1780538303479458,3.34,0.7,12.0
5.6,0.26,0.27,10.6,0.03,3.332204510175204,3.4,0.34,10.7
7.2,0.39,0.62,11.0,0.047,4.204692619390966,3.16,0.5,8.7
6.9,0.57,0.0,2.8,0.081,3.091042453358316,3.41,0.52,10.8
7.4,0.24,0.31,8.4,0.045,3.970291913552122,3.09,0.32,8.8
5.2,0.44,0.04,1.4,0.036000000000000004,3.784189633918261,3.36,0.33,12.1
6.4,0.31,0.5,5.8,0.038,3.7612001156935624,3.18,0.53,11.9
6.0,0.39,0.26,2.7,0.038,3.6888794541139363,3.41,0.5,10.8
7.6,0.48,0.28,10.4,0.049,4.060443010546419,3.24,0.45,9.3
5.9,0.3,0.3,2.0,0.03,3.6635616461296463,3.41,0.41,12.9
5.8,0.27,0.27,12.3,0.045,4.02535169073515,3.28,0.42,9.3
6.4,0.38,0.14,2.2,0.038,2.772588722239781,3.44,0.65,11.1
6.7,0.28,0.34,8.9,0.048,3.4965075614664802,3.25,0.54,11.0
6.5,0.25,0.27,17.4,0.064,3.4011973816621555,3.2,0.49,10.1
12.5,0.46,0.63,2.0,0.071,1.9459101490553132,2.99,0.87,10.2
7.9,0.4,0.3,1.8,0.157,1.0986122886681098,3.31,0.91,9.5
7.4,0.2,0.36,1.2,0.038,3.8066624897703196,3.36,0.34,9.9
8.0,0.25,0.35,1.1,0.054000000000000006,2.6390573296152584,3.08,0.55,9.5
6.8,0.29,0.5,13.3,0.053,3.8918202981106265,3.09,0.45,9.4
6.9,0.19,0.35,5.0,0.067,3.4965075614664802,3.36,0.48,9.8
6.6,0.32,0.47,15.6,0.063,3.332204510175204,3.18,0.56,9.0
8.6,0.38,0.36,3.0,0.081,3.4339872044851463,3.2,0.56,9.4
7.4,0.22,0.33,2.0,0.045,3.4657359027997265,3.42,0.55,11.4
7.6,0.445,0.44,14.5,0.045,4.23410650459726,3.48,0.36,10.0
6.8,0.19,0.33,1.3,0.031,3.1354942159291497,3.08,0.62,12.3
6.6,0.28,0.41,7.0,0.046,4.0943445622221,3.14,0.48,9.4
15.0,0.21,0.44,2.2,0.075,2.3978952727983707,3.07,0.84,9.2
6.0,0.35,0.51,1.2,0.028999999999999998,2.3978952727983707,3.46,0.42,11.9
7.9,0.18,0.49,5.2,0.051,3.6109179126442243,3.18,0.48,10.6
6.4,0.18,0.31,1.6,0.049,3.6109179126442243,3.6,0.67,10.4
6.7,0.18,0.28,10.2,0.039,3.4011973816621555,3.11,0.45,10.9
7.9,0.64,0.46,10.6,0.244,3.5263605246161616,2.87,0.74,9.1
7.2,0.725,0.05,4.65,0.086,1.6094379124341003,3.41,0.39,10.9
6.0,0.35,0.46,0.9,0.033,2.302585092994046,3.24,0.35,12.1
7.0,0.32,0.31,6.4,0.031,3.6635616461296463,3.38,0.58,12.2
6.7,0.29,0.45,14.3,0.054000000000000006,3.4339872044851463,3.14,0.57,9.1
5.8,0.36,0.38,0.9,0.037000000000000005,1.3862943611198906,3.28,0.34,11.4
7.4,0.26,0.3,7.9,0.049,3.6635616461296463,3.13,0.48,8.9
6.0,0.2,0.32,3.0,0.031,3.295836866004329,3.38,0.68,11.2
6.4,0.21,0.28,5.9,0.047,3.4011973816621555,3.15,0.4,11.0
8.0,0.3,0.36,11.0,0.034,2.1972245773362196,3.05,0.41,12.2
9.2,0.19,0.42,2.0,0.047,2.833213344056216,3.09,0.66,10.0
9.2,0.71,0.23,6.2,0.042,2.772588722239781,2.89,0.34,10.1
7.1,0.31,0.17,1.0,0.042,3.091042453358316,3.13,0.4,9.6
6.6,0.56,0.15,10.0,0.037000000000000005,3.6635616461296463,3.28,0.52,9.4
6.0,0.555,0.26,4.5,0.053,2.8903717578961645,3.24,0.46,9.1
7.5,0.61,0.2,1.7,0.076,3.6109179126442243,3.1,0.4,9.3
7.5,0.24,0.31,13.1,0.05,3.295836866004329,3.05,0.53,9.1
6.2,0.2,0.28,1.1,0.039,3.2188758248682006,3.36,0.47,12.1
6.9,0.4,0.56,11.2,0.043,3.713572066704308,3.14,0.46,8.7
6.7,0.31,0.3,2.4,0.038,3.4339872044851463,3.09,0.36,12.8
7.4,0.18,0.36,13.1,0.055999999999999994,4.290459441148391,3.42,0.35,9.1
8.9,0.84,0.34,1.4,0.05,1.6094379124341003,3.12,0.48,9.1
6.6,0.15,0.32,6.0,0.033,4.0943445622221,3.19,0.71,12.1
7.1,0.31,0.17,1.0,0.042,3.091042453358316,3.13,0.4,9.6
8.8,0.27,0.25,5.0,0.024,3.970291913552122,2.87,0.49,11.4
7.0,0.43,0.3,2.0,0.085,1.9459101490553132,3.33,0.46,11.9
5.9,0.25,0.19,12.4,0.047,3.9318256327243257,3.35,0.38,9.5
7.3,0.19,0.27,13.9,0.057,3.828641396489095,2.94,0.41,8.8
6.4,0.38,0.26,8.2,0.043,3.367295829986474,2.99,0.31,11.4
6.8,0.16,0.4,2.3,0.037000000000000005,2.9444389791664403,3.49,0.42,11.4
12.0,0.28,0.49,1.9,0.07400000000000001,2.3978952727983707,2.98,0.66,9.9
7.3,0.27,0.37,9.7,0.042,3.6109179126442243,3.48,0.75,9.9
6.4,0.26,0.22,5.1,0.037000000000000005,3.1780538303479458,3.29,0.32,10.1
8.5,0.21,0.41,4.3,0.036000000000000004,3.2188758248682006,3.18,0.53,9.7
10.0,0.56,0.24,2.2,0.079,2.995732273553991,3.18,0.56,10.1
7.4,0.28,0.36,1.1,0.027999999999999997,3.7612001156935624,2.99,0.39,12.4
5.2,0.6,0.07,7.0,0.044000000000000004,3.5263605246161616,3.33,0.58,9.7
8.2,0.51,0.24,2.0,0.079,2.833213344056216,3.34,0.64,9.5
6.9,0.31,0.34,1.6,0.032,3.1780538303479458,3.37,0.47,11.7
7.9,0.22,0.38,8.0,0.043,3.8501476017100584,3.12,0.32,11.5
6.8,0.29,0.49,1.4,0.142,3.970291913552122,3.08,0.49,9.0
6.5,0.33,0.3,3.8,0.036000000000000004,3.5553480614894135,3.25,0.63,12.5
7.4,0.27,0.28,1.8,0.04,3.828641396489095,3.02,0.4,11.9
8.3,0.27,0.45,1.3,0.048,2.1972245773362196,3.08,0.61,10.3
6.8,0.5,0.11,1.5,0.075,2.833213344056216,3.36,0.79,9.5
6.1,0.32,0.28,6.6,0.021,3.4011973816621555,3.15,0.36,11.45
6.8,0.23,0.32,1.6,0.026000000000000002,3.784189633918261,3.29,0.54,12.5
8.0,0.42,0.17,2.0,0.073,1.9459101490553132,3.29,0.61,9.2
6.4,0.33,0.44,8.9,0.055,3.970291913552122,3.1,0.48,9.6
7.6,0.31,0.23,12.7,0.054000000000000006,3.044522437723423,3.16,0.5,9.7
5.8,0.315,0.27,1.55,0.026000000000000002,2.772588722239781,3.37,0.4,11.9
7.2,0.22,0.24,1.4,0.040999999999999995,2.8903717578961645,3.25,0.53,11.2
12.8,0.84,0.63,2.4,0.08800000000000001,2.6390573296152584,3.1,0.6,10.4
7.2,0.615,0.1,1.4,0.068,3.258096538021482,3.2,0.48,9.7
6.8,0.39,0.34,7.4,0.02,3.6635616461296463,3.18,0.44,12.0
6.4,0.4,0.25,4.2,0.032,2.772588722239781,3.26,0.52,13.1
10.9,0.32,0.52,1.8,0.132,2.8903717578961645,3.28,0.77,11.5
8.0,0.22,0.31,5.6,0.049,3.2188758248682006,3.1,0.42,10.9
7.3,0.585,0.18,2.4,0.078,2.772588722239781,3.31,0.54,9.8
8.0,0.2,0.36,1.2,0.032,3.091042453358316,3.08,0.37,10.4
7.0,0.21,0.34,8.0,0.057,2.995732273553991,2.99,0.59,9.4
7.3,0.25,0.41,1.8,0.037000000000000005,3.970291913552122,3.29,0.39,12.2
6.5,0.46,0.14,2.4,0.114,2.302585092994046,3.66,0.65,9.8
7.1,0.25,0.31,2.3,0.05,3.4965075614664802,3.14,0.51,11.4
7.9,0.28,0.41,4.9,0.057999999999999996,3.4657359027997265,3.27,0.51,9.7
4.9,0.335,0.14,1.3,0.036000000000000004,4.248495242049359,3.47,0.46,10.46666667
7.1,0.2,0.27,9.6,0.037000000000000005,2.995732273553991,3.04,0.37,10.5
6.8,0.43,0.3,3.5,0.033,3.332204510175204,3.0,0.37,12.0
7.5,0.21,0.32,4.8,0.055999999999999994,3.6888794541139363,3.11,0.52,10.2
6.5,0.2,0.24,9.2,0.044000000000000004,3.258096538021482,3.22,0.44,10.5
9.7,0.24,0.45,1.2,0.033,2.4849066497880004,2.74,0.47,10.8
6.5,0.22,0.25,17.1,0.05,3.8066624897703196,3.3,0.37,8.8
6.9,0.22,0.31,6.3,0.028999999999999998,3.7376696182833684,3.08,0.49,10.8
6.2,0.24,0.29,13.3,0.039,3.912023005428146,3.33,0.46,11.0
6.1,0.36,0.33,1.1,0.05,3.2188758248682006,3.15,0.78,9.5
6.6,0.3,0.24,1.2,0.034,2.8903717578961645,3.13,0.36,9.2
7.0,0.2,0.4,1.1,0.057999999999999996,3.4339872044851463,3.03,0.38,9.2
6.9,0.23,0.24,14.2,0.053,2.995732273553991,3.17,0.5,9.6
7.2,0.24,0.3,1.2,0.037000000000000005,2.4849066497880004,2.96,0.36,12.5
6.2,0.33,0.27,4.9,0.036000000000000004,3.4339872044851463,3.2,0.42,10.4
8.0,0.55,0.17,8.2,0.04,2.6390573296152584,3.09,0.3,9.5
6.9,0.49,0.24,1.2,0.049,2.6390573296152584,3.17,0.51,9.4
6.8,0.18,0.3,12.8,0.062,2.995732273553991,3.0,0.52,9.0
7.3,0.32,0.48,13.3,0.06,4.060443010546419,3.04,0.5,9.2
7.2,0.2,0.22,1.6,0.044000000000000004,2.8903717578961645,3.37,0.53,10.0
7.0,0.78,0.08,2.0,0.09300000000000001,2.3978952727983707,3.4,0.47,10.0
10.0,0.32,0.59,2.2,0.077,1.3862943611198906,3.2,0.78,9.6
6.1,0.56,0.0,2.2,0.079,1.9459101490553132,3.59,0.54,11.5
7.1,0.6,0.01,2.3,0.079,3.2188758248682006,3.4,0.61,10.9
6.4,0.32,0.26,7.9,0.05,3.9889840465642745,3.14,0.5,9.6
6.4,0.5,0.2,2.4,0.059000000000000004,2.995732273553991,3.18,0.4,9.2
10.9,0.53,0.49,4.6,0.11800000000000001,2.3978952727983707,3.07,0.56,11.7
7.5,0.24,0.31,13.1,0.05,3.295836866004329,3.05,0.53,9.1
6.5,0.38,0.53,1.4,0.142,1.791759469228055,3.14,0.52,10.1
6.8,0.36,0.32,1.8,0.067,1.6094379124341003,3.36,0.55,12.8
6.0,0.45,0.65,9.7,0.08,2.4849066497880004,3.04,0.48,9.4
7.6,0.38,0.2,3.4,0.046,2.302585092994046,3.15,0.41,9.4
8.0,0.26,0.28,4.8,0.05,3.5553480614894135,3.13,0.5,10.0
5.8,0.28,0.35,2.3,0.053,3.6109179126442243,3.28,0.5,10.2
7.4,0.25,0.36,13.2,0.067,3.9889840465642745,3.01,0.48,9.0
6.8,0.17,0.32,1.4,0.04,3.58351893845611,3.16,0.66,12.0
7.0,0.65,0.02,2.1,0.066,2.1972245773362196,3.47,0.67,9.5
6.4,0.24,0.28,11.5,0.05,3.5553480614894135,3.31,0.45,9.5
6.3,0.33,0.27,1.2,0.046,3.5553480614894135,3.37,0.54,9.4
7.4,0.25,0.29,2.2,0.054000000000000006,2.995732273553991,3.4,0.76,10.9
10.0,0.29,0.4,2.9,0.098,2.3978952727983707,3.48,0.91,9.7
6.3,0.32,0.26,12.3,0.044000000000000004,3.2188758248682006,3.11,0.58,9.9
8.9,0.31,0.57,2.0,0.111,3.295836866004329,3.26,0.53,9.7
8.1,0.82,0.0,4.1,0.095,1.791759469228055,3.36,0.53,9.6
6.9,0.3,0.49,7.6,0.057,3.258096538021482,3.43,0.63,11.0
7.4,0.32,0.22,1.7,0.051,3.9318256327243257,3.28,0.69,8.9
7.6,0.36,0.31,1.7,0.079,3.295836866004329,3.46,0.62,9.5
